author,pub_time,pub_link,title,longitude,latitude,report_type,bad_feedback,embed_code
,8/14/2021 12:53 PM,https://twitter.com/Frantzduval/status/1426587783221714944,Séisme : l'hôpital Saint-Antoine de Jérémie dépassé par la situation,-74.11792,18.645231,Help Needed,0,<blockquote class="twitter-tweet"><p lang="fr" dir="ltr">Séisme : l&#39;hôpital Saint-Antoine de Jérémie dépassé par la situation <a href="https://t.co/iAnM6z7p6L">https://t.co/iAnM6z7p6L</a> via <a href="https://twitter.com/nouvelliste?ref_src=twsrc%5Etfw">@nouvelliste</a></p>&mdash; Frantz Duval (@Frantzduval) <a href="https://twitter.com/Frantzduval/status/1426587783221714944?ref_src=twsrc%5Etfw">August 14, 2021</a></blockquote>
,8/14/2021 5:10 PM,https://twitter.com/radiomagik9/status/1426652582567628803,a ville de Corail est à 60 à 70% affectée,-73.89269,18.567584,Help Needed,0,<blockquote class="twitter-tweet"><p lang="fr" dir="ltr">SOS 🆘 : La ville de Corail est à 60 à 70% affectée. Plus de huit morts. Le seul hôpital que cette ville dispose est dépassé par les évènements. <br>Pas de sérums, pas d’eau, pas de gaze pour donner les premiers soins aux victimes. Les gens meurent faute de soin. <a href="https://twitter.com/hashtag/haiti?src=hash&amp;ref_src=twsrc%5Etfw">#haiti</a> <a href="https://twitter.com/hashtag/earthquake?src=hash&amp;ref_src=twsrc%5Etfw">#earthquake</a></p>&mdash; Magik9 (@radiomagik9) <a href="https://twitter.com/radiomagik9/status/1426652582567628803?ref_src=twsrc%5Etfw">August 14, 2021</a></blockquote>
